BENIGN,0.0,0.0,666666.6667,0.0,0.0,2.0,443.0,0.0,0.0,2.0,184.29.129.62,192.168.10.12
BENIGN,143.0,2.0,65.56947085,0.0,0.0,4.0,62653.0,0.0,0.0,4.0,192.168.10.14,192.168.10.3
BENIGN,132.0,2.0,73.55780724,0.0,0.0,2.0,62561.0,0.0,0.0,2.0,192.168.10.9,192.168.10.3
BENIGN,941.0,7.0,165.3251222,0.0,347.1512639,9.0,55880.0,0.0,0.0,9.0,192.168.10.12,192.82.242.50
BENIGN,96.0,2.0,31.58559697,0.0,0.0,2.0,22839.0,0.0,0.0,2.0,192.168.10.12,192.168.10.3
BENIGN,976.0,44.0,57.67068787,0.0,312.1874708,39.0,56463.0,0.0,0.0,39.0,192.168.10.15,192.168.10.50
BENIGN,0.0,2.0,30303.0303,0.0,0.0,1.0,22.0,0.0,0.0,1.0,192.168.10.50,192.168.10.19
BENIGN,148.0,2.0,15564.20233,0.0,0.0,2.0,3244.0,0.0,0.0,2.0,192.168.10.12,192.168.10.3
BENIGN,7.0,4.0,224.8706993,0.0,3.201562119,3.0,53297.0,0.0,0.0,3.0,192.168.10.25,104.31.91.87
BENIGN,123.0,2.0,0.473078241,0.0,4.242640687,2.0,61386.0,0.0,0.0,2.0,192.168.10.3,192.168.10.1
BENIGN,976.0,42.0,60.14107378,0.0,317.15635469999995,35.0,53890.0,0.0,0.0,35.0,192.168.10.5,192.168.10.50
BENIGN,99.0,2.0,22857.14286,0.0,0.0,2.0,57235.0,0.0,0.0,2.0,192.168.10.14,192.168.10.3
BENIGN,6.0,1.0,51282.05128,0.0,0.0,1.0,443.0,0.0,0.0,1.0,104.97.114.101,192.168.10.14
BENIGN,59.0,1.0,42.21012199,0.0,0.0,1.0,60991.0,0.0,0.0,1.0,192.168.10.3,192.168.10.1
BENIGN,0.0,1.0,11764.70588,0.0,0.0,1.0,34530.0,0.0,0.0,1.0,192.168.10.17,192.168.10.50
BENIGN,208.0,1.0,65.01950585,0.0,0.0,1.0,60829.0,0.0,0.0,1.0,192.168.10.3,192.168.10.1
BENIGN,151.0,1.0,32.57806519,0.0,0.0,1.0,61119.0,0.0,0.0,1.0,192.168.10.3,192.168.10.1
